Region,Date,Rainfall Deficit,SPI,SPEI,Drought Risk
Anuradapura AdministrativeArea2,2020-05-16,205.7458763,1.538815127,-0.188308284,Moderate Risk
Anuradapura AdministrativeArea3,2020-05-17,188.2182799,2.255548483,1.25758688,High Risk
Anuradapura AdministrativeArea3,2020-05-18,103.2954812,-0.659473861,1.674392078,Moderate Risk
Anuradapura AdministrativeArea2,2020-05-19,217.391432,-0.010474611,1.885766013,Moderate Risk
Anuradapura AdministrativeArea2,2020-05-20,61.52874725,-1.301030794,1.305804899,Moderate Risk
Anuradapura AdministrativeArea4,2020-05-21,100.7737316,0.679030319,0.010064232,Low Risk
Anuradapura AdministrativeArea2,2020-05-22,286.1659377,1.441151509,-1.082094209,Moderate Risk
Anuradapura AdministrativeArea2,2020-05-23,288.3768811,-0.006289149,0.393467825,Moderate Risk
Anuradapura AdministrativeArea1,2020-05-24,170.663798,-1.018135807,-1.212819813,Moderate Risk
Anuradapura AdministrativeArea3,2020-05-25,92.26793473,0.03836097,-1.777101071,High Risk
Anuradapura AdministrativeArea3,2020-05-26,155.4050153,-2.185523901,1.677415741,High Risk
Anuradapura AdministrativeArea4,2020-05-27,269.2677083,1.105597259,-0.060838776,Moderate Risk
Anuradapura AdministrativeArea1,2020-05-28,67.56851361,-0.241965143,0.032960896,Moderate Risk
Anuradapura AdministrativeArea4,2020-05-29,81.96714429,1.991171093,0.436876104,High Risk
Anuradapura AdministrativeArea2,2020-05-30,273.9132115,2.116251546,-0.19436577,Moderate Risk
Anuradapura AdministrativeArea4,2020-05-31,153.8458502,-1.872475948,-0.22227814,Moderate Risk
Anuradapura AdministrativeArea3,2020-06-01,70.86465129,2.480554937,1.66058127,No Risk
Anuradapura AdministrativeArea1,2020-06-02,84.80226929,2.349112573,1.266184516,High Risk
Anuradapura AdministrativeArea2,2020-06-03,270.6120445,0.635657066,-1.149631206,Moderate Risk
Anuradapura AdministrativeArea1,2020-06-04,172.5258429,1.627238363,-0.832889483,Moderate Risk
Anuradapura AdministrativeArea1,2020-06-05,90.74857697,-2.407815102,0.642490561,High Risk
Anuradapura AdministrativeArea4,2020-06-06,273.5149387,2.351927698,0.284367676,High Risk
Anuradapura AdministrativeArea2,2020-06-07,261.3197223,-0.218430368,1.064637415,Moderate Risk
Anuradapura AdministrativeArea1,2020-06-08,55.7558377,2.048501112,0.910530486,High Risk
Anuradapura AdministrativeArea1,2020-06-09,195.2475269,-0.574375721,0.83418885,Moderate Risk
Anuradapura AdministrativeArea4,2020-06-10,111.0841626,1.440882339,1.520871644,High Risk
Anuradapura AdministrativeArea1,2020-06-11,183.283953,-0.410270713,1.066212377,Moderate Risk
Anuradapura AdministrativeArea3,2020-06-12,119.8170831,-0.686466927,-1.028610446,Moderate Risk
Anuradapura AdministrativeArea3,2020-06-13,128.9690702,2.233879014,1.491348796,High Risk
Anuradapura AdministrativeArea2,2020-06-14,200.4631331,0.995557669,-0.657871179,Moderate Risk
Anuradapura AdministrativeArea2,2020-06-15,184.7147944,1.700405452,1.643577938,No Risk
Anuradapura AdministrativeArea4,2020-06-16,148.7980994,0.216790687,1.297079859,Low Risk
Anuradapura AdministrativeArea1,2020-06-17,76.89199296,2.091743726,-1.703658442,High Risk
Anuradapura AdministrativeArea4,2020-06-18,292.3559746,1.199802284,1.085122458,Low Risk
Anuradapura AdministrativeArea4,2020-06-19,93.65138762,-2.139161746,0.000456455,High Risk
Anuradapura AdministrativeArea3,2020-06-20,208.2793112,1.334353821,1.908451033,High Risk
Anuradapura AdministrativeArea1,2020-06-21,70.68619068,-2.406447664,-0.166324256,Moderate Risk
Anuradapura AdministrativeArea3,2020-06-22,222.0782081,1.64534461,-1.731969009,High Risk
Anuradapura AdministrativeArea3,2020-06-23,73.70994585,-0.840669739,-0.827453748,Moderate Risk
Anuradapura AdministrativeArea2,2020-06-24,107.3770854,0.49142372,-0.279162304,Moderate Risk
Anuradapura AdministrativeArea4,2020-06-25,211.7462998,1.246885092,0.367670712,Low Risk
Anuradapura AdministrativeArea3,2020-06-26,120.733798,0.684824807,-1.391576864,Moderate Risk
Anuradapura AdministrativeArea2,2020-06-27,183.2127038,0.861851156,0.060330509,Low Risk
Anuradapura AdministrativeArea2,2020-06-28,81.12634833,1.963328717,-0.066108792,Moderate Risk
Anuradapura AdministrativeArea1,2020-06-29,100.6001348,-0.630140085,1.346650231,Moderate Risk
Anuradapura AdministrativeArea1,2020-06-30,233.4439771,0.235725749,-0.790388357,Moderate Risk
Anuradapura AdministrativeArea3,2020-07-01,58.78471507,-1.625356479,-0.201930224,Moderate Risk
Anuradapura AdministrativeArea2,2020-07-02,77.95005246,-0.162284589,-0.445549345,Moderate Risk
Anuradapura AdministrativeArea2,2020-07-03,103.7390047,-1.749818146,0.528925483,High Risk
Anuradapura AdministrativeArea2,2020-07-04,55.04763978,0.667927731,1.344755939,Low Risk
Anuradapura AdministrativeArea4,2020-07-05,73.84467463,-0.878743047,0.70249653,Moderate Risk
Anuradapura AdministrativeArea2,2020-07-06,120.3478694,1.795072403,-0.139804017,Moderate Risk
Anuradapura AdministrativeArea4,2020-07-07,73.2293629,-0.78211185,0.55131878,Moderate Risk
Anuradapura AdministrativeArea1,2020-07-08,266.5298575,-1.065830539,-0.711024151,Moderate Risk
Anuradapura AdministrativeArea3,2020-07-09,66.51844763,-0.043646018,-1.423600633,Moderate Risk
Anuradapura AdministrativeArea1,2020-07-10,265.2459248,-1.623356466,-0.721128302,Moderate Risk
Anuradapura AdministrativeArea3,2020-07-11,255.7150215,-1.48096936,-0.225241736,Moderate Risk
Anuradapura AdministrativeArea2,2020-07-12,75.19039864,1.415730377,-0.242940268,Moderate Risk
Anuradapura AdministrativeArea3,2020-07-13,56.29782857,-0.013872987,0.95040497,Moderate Risk
Anuradapura AdministrativeArea3,2020-07-14,62.49800372,-1.468290279,1.745381444,Moderate Risk
Anuradapura AdministrativeArea1,2020-07-15,197.5945161,-2.342385964,-0.44416239,Moderate Risk
Anuradapura AdministrativeArea3,2020-07-16,217.5884061,-0.167612712,-1.654205925,Moderate Risk
Anuradapura AdministrativeArea2,2020-07-17,205.1633478,1.213150652,-1.866347261,High Risk
Anuradapura AdministrativeArea4,2020-07-18,185.369213,-0.744049679,-1.984188918,Moderate Risk
Anuradapura AdministrativeArea2,2020-07-19,93.67102266,-1.260178652,1.752400607,Moderate Risk
Anuradapura AdministrativeArea3,2020-07-20,260.2384737,-0.518102198,1.982533405,Moderate Risk
Anuradapura AdministrativeArea1,2020-07-21,131.8887341,2.295647724,-1.79446369,High Risk
Anuradapura AdministrativeArea2,2020-07-22,296.544549,-0.38418953,-0.567165184,Moderate Risk
Anuradapura AdministrativeArea3,2020-07-23,146.2144495,-1.201809562,0.677380549,Moderate Risk
Anuradapura AdministrativeArea1,2020-07-24,115.751211,0.3462127,-1.284218403,Moderate Risk
Anuradapura AdministrativeArea4,2020-07-25,273.5627034,1.553718709,0.377748753,High Risk
Anuradapura AdministrativeArea1,2020-07-26,191.8535408,-2.38833851,1.254469439,High Risk
Anuradapura AdministrativeArea3,2020-07-27,230.46261,0.290508431,1.432345719,Low Risk
Anuradapura AdministrativeArea1,2020-07-28,152.0996958,1.681562056,0.825682709,High Risk
Anuradapura AdministrativeArea3,2020-07-29,271.7288765,-1.421881218,-1.672943291,Moderate Risk
Anuradapura AdministrativeArea1,2020-07-30,279.4313032,2.108414898,-0.606416862,Moderate Risk
Anuradapura AdministrativeArea1,2020-07-31,159.1922328,0.388478105,1.869371107,High Risk
Anuradapura AdministrativeArea1,2020-08-01,110.1809588,0.083632187,-1.228979747,Moderate Risk
Anuradapura AdministrativeArea3,2020-08-02,211.9178461,2.318307587,-0.184295706,Moderate Risk
Anuradapura AdministrativeArea1,2020-08-03,288.6460835,-1.851741424,-0.663292261,Moderate Risk
Anuradapura AdministrativeArea3,2020-08-04,205.6116149,1.200705831,-1.177846861,Moderate Risk
Anuradapura AdministrativeArea2,2020-08-05,288.5556096,1.592856454,-0.70585565,Moderate Risk
Anuradapura AdministrativeArea4,2020-08-06,135.9519912,-0.057217414,-1.241925305,Moderate Risk
Anuradapura AdministrativeArea2,2020-08-07,278.7697677,-2.467621614,1.509013416,High Risk
Anuradapura AdministrativeArea4,2020-08-08,78.1417081,0.121682531,-1.302226865,Moderate Risk
Anuradapura AdministrativeArea3,2020-08-09,139.7086047,-1.732440356,0.494176674,High Risk
Anuradapura AdministrativeArea2,2020-08-10,173.6178086,0.312852608,1.769262451,High Risk
Anuradapura AdministrativeArea4,2020-08-11,213.2775846,1.193093093,1.810582831,High Risk
Anuradapura AdministrativeArea4,2020-08-12,123.5348112,0.155357149,0.401698672,Low Risk
Anuradapura AdministrativeArea2,2020-08-13,281.0598251,0.654010052,-0.916416307,Moderate Risk
Anuradapura AdministrativeArea2,2020-08-14,275.8740523,-1.980272298,-1.008408755,Moderate Risk
Anuradapura AdministrativeArea3,2020-08-15,249.8341532,-2.014771366,0.989882718,High Risk
Anuradapura AdministrativeArea4,2020-08-16,78.59063125,1.754703786,1.922829299,No Risk
Anuradapura AdministrativeArea3,2020-08-17,69.57273778,-2.253350696,-1.689620084,High Risk
Anuradapura AdministrativeArea3,2020-08-18,174.5328638,-1.078500181,1.157874325,Moderate Risk
Anuradapura AdministrativeArea1,2020-08-19,241.3359389,2.188482895,-1.508058482,High Risk
Anuradapura AdministrativeArea3,2020-08-20,80.80897323,-0.205664433,-0.807258612,Moderate Risk
Anuradapura AdministrativeArea4,2020-08-21,210.3593667,0.8726929,0.266494608,Low Risk
Anuradapura AdministrativeArea1,2020-08-22,181.9638478,-1.391548159,-0.811101211,Moderate Risk
Anuradapura AdministrativeArea3,2020-08-23,231.4973549,-1.147435599,0.6010447,Moderate Risk
Anuradapura AdministrativeArea3,2020-08-24,158.8438065,0.045002737,-0.331216502,Moderate Risk
Anuradapura AdministrativeArea4,2020-08-25,223.3241493,0.690500241,-1.123545068,Moderate Risk
Anuradapura AdministrativeArea1,2020-08-26,89.90216787,2.302305605,0.123722991,High Risk
Anuradapura AdministrativeArea2,2020-08-27,103.6485683,0.372099853,-1.903961059,High Risk
Anuradapura AdministrativeArea2,2020-08-28,275.833516,-2.02015451,0.9643134,High Risk
Anuradapura AdministrativeArea1,2020-08-29,132.3437688,-0.665403388,0.089155464,Moderate Risk
Anuradapura AdministrativeArea1,2020-08-30,296.3764537,-1.279162064,1.786801272,Moderate Risk
Anuradapura AdministrativeArea1,2020-08-31,61.55114941,-1.227993897,-1.588842123,Moderate Risk
Anuradapura AdministrativeArea1,2020-09-01,173.9689537,0.026937247,0.929168953,Low Risk
Anuradapura AdministrativeArea2,2020-09-02,131.2467911,-0.916667884,-0.796198424,Moderate Risk
Anuradapura AdministrativeArea3,2020-09-03,298.9912593,-1.053455584,-0.507405267,Moderate Risk
Anuradapura AdministrativeArea4,2020-09-04,297.5086891,2.340094805,-0.606053111,Moderate Risk
Anuradapura AdministrativeArea2,2020-09-05,108.810823,0.419793131,-0.567912329,Moderate Risk
Anuradapura AdministrativeArea4,2020-09-06,116.8142199,-1.191105854,-0.276660188,Moderate Risk
Anuradapura AdministrativeArea2,2020-09-07,237.4180547,-1.120652872,-1.915980596,Moderate Risk
Anuradapura AdministrativeArea1,2020-09-08,272.4186078,1.555140567,1.387029427,High Risk
Anuradapura AdministrativeArea2,2020-09-09,215.924247,1.932379126,1.527183771,No Risk
Anuradapura AdministrativeArea2,2020-09-10,266.1772388,0.895156026,-1.84177386,High Risk
Anuradapura AdministrativeArea1,2020-09-11,65.82311385,-0.342765877,1.104012774,Moderate Risk
Anuradapura AdministrativeArea3,2020-09-12,210.1321203,1.322870053,-1.710909561,High Risk
Anuradapura AdministrativeArea1,2020-09-13,225.0427223,2.186909457,1.231254393,High Risk
Anuradapura AdministrativeArea3,2020-09-14,97.57976577,-1.668997163,0.451950887,High Risk
Anuradapura AdministrativeArea2,2020-09-15,244.4925523,1.808528242,-0.774588953,Moderate Risk
Anuradapura AdministrativeArea2,2020-09-16,286.0662924,1.744113092,0.455530396,High Risk
Anuradapura AdministrativeArea4,2020-09-17,274.4916231,-0.667490188,0.026584416,Moderate Risk
Anuradapura AdministrativeArea4,2020-09-18,111.2418545,-1.041069453,0.543019299,Moderate Risk
Anuradapura AdministrativeArea2,2020-09-19,130.9981595,0.32655073,-0.098512888,Moderate Risk
Anuradapura AdministrativeArea4,2020-09-20,174.9028422,-1.138531105,1.091498367,Moderate Risk
Anuradapura AdministrativeArea3,2020-09-21,89.59029607,-1.773113474,-1.81892185,High Risk
Anuradapura AdministrativeArea1,2020-09-22,288.4882908,2.265394528,-0.622870765,Moderate Risk
Anuradapura AdministrativeArea2,2020-09-23,90.39915743,-0.04317105,0.237146992,Moderate Risk
Anuradapura AdministrativeArea2,2020-09-24,240.3557395,-0.138719581,0.352972124,Moderate Risk
Anuradapura AdministrativeArea4,2020-09-25,135.3570378,-1.869484276,-1.321820052,Moderate Risk
Anuradapura AdministrativeArea2,2020-09-26,193.4301994,0.020764326,-1.701881582,High Risk
Anuradapura AdministrativeArea2,2020-09-27,61.7934561,1.214165077,-1.916085518,High Risk
Anuradapura AdministrativeArea3,2020-09-28,101.2529644,-1.259768482,-0.347945501,Moderate Risk
Anuradapura AdministrativeArea3,2020-09-29,161.0978096,-0.655556714,-0.678451293,Moderate Risk
Anuradapura AdministrativeArea1,2020-09-30,219.2978043,-1.605423557,0.271231973,High Risk
Anuradapura AdministrativeArea2,2020-10-01,244.3904816,-0.724621435,-0.201940659,Moderate Risk
Anuradapura AdministrativeArea4,2020-10-02,57.53512944,1.80640775,-0.42372778,Moderate Risk
Anuradapura AdministrativeArea1,2020-10-03,88.12255402,-1.314699646,1.373282372,Moderate Risk
Anuradapura AdministrativeArea4,2020-10-04,232.4479347,-2.35229201,0.486064596,High Risk
Anuradapura AdministrativeArea2,2020-10-05,253.2638565,0.181115946,0.584402922,Low Risk
Anuradapura AdministrativeArea4,2020-10-06,109.1428818,0.397461273,-0.472694473,Moderate Risk
Anuradapura AdministrativeArea4,2020-10-07,107.4132618,-0.855446379,1.107377264,Moderate Risk
Anuradapura AdministrativeArea1,2020-10-08,72.00735987,0.707843712,-1.391649715,Moderate Risk
Anuradapura AdministrativeArea2,2020-10-09,87.5734939,-2.310489864,-0.391997082,Moderate Risk
Anuradapura AdministrativeArea1,2020-10-10,52.00397297,-0.797131211,-1.81130438,Moderate Risk
Anuradapura AdministrativeArea2,2020-10-11,197.4578099,-1.777140648,-1.538250589,High Risk
Anuradapura AdministrativeArea3,2020-10-12,275.972836,-1.350969555,-1.673896575,Moderate Risk
Anuradapura AdministrativeArea1,2020-10-13,87.39402488,-0.587328126,-0.234255474,Moderate Risk
Anuradapura AdministrativeArea2,2020-10-14,237.8609159,-0.032947086,0.789297429,Moderate Risk
Anuradapura AdministrativeArea3,2020-10-15,193.4146716,-2.034002627,-0.749213157,Moderate Risk
Anuradapura AdministrativeArea3,2020-10-16,284.9804732,-1.99340409,-1.893555753,High Risk
Anuradapura AdministrativeArea3,2020-10-17,249.5306306,0.870224289,0.82883357,Low Risk
Anuradapura AdministrativeArea1,2020-10-18,263.1822557,-0.479337986,-1.170267731,Moderate Risk
Anuradapura AdministrativeArea3,2020-10-19,209.7855381,-1.617390234,0.890698751,High Risk
Anuradapura AdministrativeArea2,2020-10-20,252.8340299,-1.3254146,-1.9705815,Moderate Risk
Anuradapura AdministrativeArea1,2020-10-21,137.7173759,1.10028124,-0.750631595,Moderate Risk
Anuradapura AdministrativeArea4,2020-10-22,102.2543987,-2.241205735,0.484922986,High Risk
Anuradapura AdministrativeArea3,2020-10-23,278.1299928,0.043715587,1.484603082,Low Risk
Anuradapura AdministrativeArea1,2020-10-24,233.5839695,-0.698393797,1.01651377,Moderate Risk
Anuradapura AdministrativeArea4,2020-10-25,72.67572423,1.555735725,-0.20152112,Moderate Risk
Anuradapura AdministrativeArea1,2020-10-26,266.7273819,1.450535097,0.874059211,Low Risk
Anuradapura AdministrativeArea3,2020-10-27,137.225985,0.94600816,0.150165629,Low Risk
Anuradapura AdministrativeArea3,2020-10-28,124.5694476,-0.576081308,1.253582224,Moderate Risk
Anuradapura AdministrativeArea4,2020-10-29,205.8283918,0.656181348,1.088262198,Low Risk
Anuradapura AdministrativeArea2,2020-10-30,192.149659,0.699243732,1.903408676,High Risk
Anuradapura AdministrativeArea3,2020-10-31,184.5641803,-0.839000642,-1.580247729,Moderate Risk
Anuradapura AdministrativeArea4,2020-11-01,113.7192959,1.899874405,-0.637180373,Moderate Risk
Anuradapura AdministrativeArea3,2020-11-02,289.9434378,2.424287657,-1.230492778,Moderate Risk
Anuradapura AdministrativeArea2,2020-11-03,287.530231,-0.927800143,0.523072334,Moderate Risk
Anuradapura AdministrativeArea4,2020-11-04,51.04054748,1.506136505,0.656110792,High Risk
Anuradapura AdministrativeArea2,2020-11-05,134.4569073,0.004541332,-1.184757264,Moderate Risk
Anuradapura AdministrativeArea3,2020-11-06,61.38716602,-0.181738016,-0.3137896,Moderate Risk
Anuradapura AdministrativeArea4,2020-11-07,262.5621916,-0.567185476,0.40860089,Moderate Risk
Anuradapura AdministrativeArea1,2020-11-08,271.6295596,-1.039873422,0.635812807,Moderate Risk
Anuradapura AdministrativeArea2,2020-11-09,179.5745709,2.097539311,-1.589412062,High Risk
Anuradapura AdministrativeArea3,2020-11-10,259.9195086,1.20407521,1.684291312,High Risk
Anuradapura AdministrativeArea3,2020-11-11,225.840079,-0.296485349,-1.86366754,Moderate Risk
Anuradapura AdministrativeArea2,2020-11-12,174.8934857,1.25782308,1.891769614,High Risk
Anuradapura AdministrativeArea4,2020-11-13,140.9528497,1.092998446,-0.734696719,Moderate Risk
Anuradapura AdministrativeArea1,2020-11-14,116.5562563,-1.163312491,-0.734617709,Moderate Risk
Anuradapura AdministrativeArea3,2020-11-15,114.8572844,-1.619338495,-0.215896018,Moderate Risk
Anuradapura AdministrativeArea2,2020-11-16,190.5160961,1.681495957,0.77983344,High Risk
Anuradapura AdministrativeArea2,2020-11-17,91.70220662,1.557031065,-1.361592865,Moderate Risk
Anuradapura AdministrativeArea1,2020-11-18,93.69796904,2.48431336,-0.98006088,Moderate Risk
Anuradapura AdministrativeArea1,2020-11-19,52.59833508,-2.403183517,1.846290739,High Risk
Anuradapura AdministrativeArea3,2020-11-20,203.3320149,0.201903434,1.507368574,High Risk
Anuradapura AdministrativeArea1,2020-11-21,298.5860464,1.006613755,-1.150433261,Moderate Risk
Anuradapura AdministrativeArea2,2020-11-22,272.3048439,0.412700311,0.292045741,Low Risk
Anuradapura AdministrativeArea4,2020-11-23,226.4224511,1.052210134,-1.185592998,Moderate Risk
Anuradapura AdministrativeArea4,2020-11-24,246.3813244,-1.813693926,0.20024503,High Risk
Anuradapura AdministrativeArea2,2020-11-25,154.2131791,-2.492419859,-0.53690682,Moderate Risk
Anuradapura AdministrativeArea2,2020-11-26,124.5198887,-2.034839729,-0.55030104,Moderate Risk
Anuradapura AdministrativeArea2,2020-11-27,142.1570705,-0.599700935,0.540279407,Moderate Risk
Anuradapura AdministrativeArea3,2020-11-28,70.35552043,-0.855333561,-0.992636607,Moderate Risk
Anuradapura AdministrativeArea2,2020-11-29,208.4487995,1.870015627,-0.382961579,Moderate Risk
Anuradapura AdministrativeArea1,2020-11-30,93.71625555,-2.082368628,1.701035398,High Risk
Anuradapura AdministrativeArea2,2020-12-01,240.7195528,-0.286469265,1.021459197,Moderate Risk
Anuradapura AdministrativeArea2,2020-12-02,97.49411557,2.289112191,-0.466866227,Moderate Risk
Anuradapura AdministrativeArea3,2020-12-03,107.0310063,0.01451874,-1.078952538,Moderate Risk
Anuradapura AdministrativeArea2,2020-12-04,289.3264098,-1.837999562,0.636046521,High Risk
Anuradapura AdministrativeArea1,2020-12-05,76.34897801,-1.043664138,1.230758742,Moderate Risk
Anuradapura AdministrativeArea1,2020-12-06,174.7106348,0.633957421,1.443058725,Low Risk
Anuradapura AdministrativeArea1,2020-12-07,65.67162685,-2.440052607,0.257125119,High Risk
Anuradapura AdministrativeArea2,2020-12-08,72.59774802,2.340501632,0.067199428,High Risk
Anuradapura AdministrativeArea3,2020-12-09,208.3750905,0.334884147,0.878569605,Low Risk
Anuradapura AdministrativeArea3,2020-12-10,207.6818158,1.020695904,-1.296932665,Moderate Risk
Anuradapura AdministrativeArea3,2020-12-11,98.28007033,-0.005194458,1.408555741,Moderate Risk
Anuradapura AdministrativeArea1,2020-12-12,268.1216288,2.289621001,-1.704305982,High Risk
Anuradapura AdministrativeArea3,2020-12-13,225.5467489,0.446105258,0.412067603,Low Risk
Anuradapura AdministrativeArea2,2020-12-14,125.1526457,0.809918462,0.358774056,Low Risk
Anuradapura AdministrativeArea2,2020-12-15,112.0966395,1.804187817,-0.757190739,Moderate Risk
Anuradapura AdministrativeArea4,2020-12-16,238.5713133,1.807783285,-1.858148571,High Risk
Anuradapura AdministrativeArea1,2020-12-17,233.405981,-2.359143256,0.871419489,High Risk
Anuradapura AdministrativeArea4,2020-12-18,87.20797788,-1.083495613,-1.903303507,Moderate Risk
Anuradapura AdministrativeArea4,2020-12-19,137.2969622,-1.268409338,-1.281553278,Moderate Risk
Anuradapura AdministrativeArea1,2020-12-20,104.1693117,-2.466775517,0.176947312,High Risk
Anuradapura AdministrativeArea1,2020-12-21,123.536049,1.883912753,1.759932127,No Risk
Anuradapura AdministrativeArea4,2020-12-22,121.8909906,-0.914299651,-1.736265965,Moderate Risk
Anuradapura AdministrativeArea2,2020-12-23,294.005925,-0.765236319,0.315147745,Moderate Risk
Anuradapura AdministrativeArea4,2020-12-24,237.5528433,-2.001888026,-0.684427861,Moderate Risk
Anuradapura AdministrativeArea1,2020-12-25,245.0130122,2.448606446,0.677671886,High Risk
Anuradapura AdministrativeArea2,2020-12-26,119.3557913,1.631255675,1.811635263,No Risk
Anuradapura AdministrativeArea4,2020-12-27,50.13177126,0.359311566,-0.925638737,Moderate Risk
Anuradapura AdministrativeArea4,2020-12-28,64.53925123,1.359651778,1.82370794,High Risk
Anuradapura AdministrativeArea4,2020-12-29,188.2499417,1.385565504,1.482505204,Low Risk
Anuradapura AdministrativeArea1,2020-12-30,121.3702847,0.783656513,0.428223663,Low Risk
Anuradapura AdministrativeArea4,2020-12-31,98.23865016,-1.629944072,1.032946688,High Risk
Anuradapura AdministrativeArea1,2021-01-01,62.4102304,1.101574292,1.459552017,Low Risk
Anuradapura AdministrativeArea2,2021-01-02,268.9704349,0.348087085,1.213874528,Low Risk
Anuradapura AdministrativeArea3,2021-01-03,200.0318368,1.120359537,-0.693169257,Moderate Risk
Anuradapura AdministrativeArea2,2021-01-04,76.84330361,0.217266069,1.250416307,Low Risk
Anuradapura AdministrativeArea4,2021-01-05,241.601004,2.28168531,-0.745924635,Moderate Risk
Anuradapura AdministrativeArea1,2021-01-06,238.9563978,0.635127152,1.468317169,Low Risk
Anuradapura AdministrativeArea4,2021-01-07,122.3509103,0.368402212,-0.978135797,Moderate Risk
Anuradapura AdministrativeArea2,2021-01-08,97.10672289,1.713941075,0.289043438,High Risk
Anuradapura AdministrativeArea3,2021-01-09,253.495469,-0.603817224,0.771694578,Moderate Risk
Anuradapura AdministrativeArea3,2021-01-10,132.3911832,-0.921031674,-0.296835078,Moderate Risk
Anuradapura AdministrativeArea1,2021-01-11,261.8570203,0.015844167,1.131889981,Low Risk
Anuradapura AdministrativeArea2,2021-01-12,60.91290326,0.422337557,1.70142362,High Risk
Anuradapura AdministrativeArea2,2021-01-13,174.8222372,-1.397589375,-1.254987624,Moderate Risk
Anuradapura AdministrativeArea1,2021-01-14,94.89882035,0.911407567,-1.866229393,High Risk
Anuradapura AdministrativeArea1,2021-01-15,218.0112033,1.511873486,0.506065668,High Risk
Anuradapura AdministrativeArea1,2021-01-16,299.3034404,0.386599152,0.40874745,Low Risk
Anuradapura AdministrativeArea4,2021-01-17,153.127758,0.11481781,-0.634782185,Moderate Risk
Anuradapura AdministrativeArea4,2021-01-18,75.07763672,-1.026788855,1.141851907,Moderate Risk
Anuradapura AdministrativeArea1,2021-01-19,129.4182799,2.047915119,1.304570195,High Risk
Anuradapura AdministrativeArea1,2021-01-20,272.8766249,1.272498662,-0.672057279,Moderate Risk
Anuradapura AdministrativeArea3,2021-01-21,241.440256,-0.098565661,0.729089998,Moderate Risk
Anuradapura AdministrativeArea3,2021-01-22,108.0529155,0.795534569,0.568100287,Low Risk
Anuradapura AdministrativeArea4,2021-01-23,288.3996798,-0.815603166,-0.629423301,Moderate Risk
Anuradapura AdministrativeArea3,2021-01-24,205.5469837,-2.200912874,1.876593026,High Risk
Anuradapura AdministrativeArea1,2021-01-25,92.01235008,-1.480361931,-0.614390995,Moderate Risk
Anuradapura AdministrativeArea2,2021-01-26,193.0805356,-2.10255935,0.481136093,High Risk
Anuradapura AdministrativeArea1,2021-01-27,162.8192169,0.040878408,-0.479494349,Moderate Risk
Anuradapura AdministrativeArea3,2021-01-28,254.9244187,0.610318155,-1.952667889,High Risk
Anuradapura AdministrativeArea4,2021-01-29,136.0400074,-0.597768539,-1.633446021,Moderate Risk
Anuradapura AdministrativeArea1,2021-01-30,268.74458,0.15077115,-1.070734673,Moderate Risk
Anuradapura AdministrativeArea1,2021-01-31,252.9925966,-2.07282553,1.248672747,High Risk
Anuradapura AdministrativeArea3,2021-02-01,218.6508628,1.349792114,-0.231740594,Moderate Risk
Anuradapura AdministrativeArea2,2021-02-02,114.6518056,-2.336089763,0.354494657,High Risk
Anuradapura AdministrativeArea1,2021-02-03,292.5823941,0.672127918,1.77542629,High Risk
Anuradapura AdministrativeArea4,2021-02-04,187.1666951,-0.333267292,-1.411905153,Moderate Risk
Anuradapura AdministrativeArea4,2021-02-05,276.8784946,-1.580981268,1.447277479,High Risk
Anuradapura AdministrativeArea2,2021-02-06,103.9324748,0.115279354,-0.483055968,Moderate Risk
Anuradapura AdministrativeArea3,2021-02-07,295.8445755,1.404741145,-0.650079991,Moderate Risk
Anuradapura AdministrativeArea2,2021-02-08,254.0148072,-0.432387927,0.502113164,Moderate Risk
Anuradapura AdministrativeArea4,2021-02-09,287.3067209,-0.661454872,1.594554202,Moderate Risk
Anuradapura AdministrativeArea1,2021-02-10,103.0914331,-1.787698068,-0.60585635,Moderate Risk
Anuradapura AdministrativeArea4,2021-02-11,157.6645196,0.472879928,1.045632965,Low Risk
Anuradapura AdministrativeArea2,2021-02-12,74.40848046,1.64006857,-1.923031662,High Risk
Anuradapura AdministrativeArea4,2021-02-13,84.24240164,0.306707751,0.492406449,Low Risk
Anuradapura AdministrativeArea3,2021-02-14,120.9896659,-1.674562189,0.522234678,High Risk
Anuradapura AdministrativeArea2,2021-02-15,287.9064151,0.806139151,0.224242081,Low Risk
Anuradapura AdministrativeArea4,2021-02-16,216.7979203,-2.349291176,1.751290497,High Risk
Anuradapura AdministrativeArea1,2021-02-17,128.6580768,1.690269742,1.75436512,No Risk
Anuradapura AdministrativeArea1,2021-02-18,288.6433297,2.107475918,-0.631756493,Moderate Risk
Anuradapura AdministrativeArea2,2021-02-19,234.9328517,0.485182449,-0.174542991,Moderate Risk
Anuradapura AdministrativeArea1,2021-02-20,276.7447533,1.908900004,1.169502202,High Risk
Anuradapura AdministrativeArea2,2021-02-21,281.8051985,-2.077472105,1.375645603,High Risk
Anuradapura AdministrativeArea1,2021-02-22,237.6924375,-1.358277529,-0.328124781,Moderate Risk
Anuradapura AdministrativeArea4,2021-02-23,110.7833574,-0.913696815,-0.603893628,Moderate Risk
Anuradapura AdministrativeArea1,2021-02-24,299.1472388,1.365833537,1.282466119,Low Risk
Anuradapura AdministrativeArea4,2021-02-25,131.27271,-0.078800775,-0.492522046,Moderate Risk
